"ID","Player","Team","Position","RkOv","Status","Age","Opponent","Salary","Contract","FPts","FP/G","Bye","Ros %","GP","BFGTD","BPTD","TDST"
"*05jey*","Clay Johnston","CIN","LB","1050","FA","26","BAL 16<br/>@CIN 27 F","500,000","1st","20","1.54","10","0%","13","0","0","0"
"*04onw*","Jacob Tuioti-Mariner","CAR","DL,LB","1053","FA","26","Bye","500,000","9th","20","3.33","","0%","6","0","0","0"
"*05jb6*","Neville Gallimore","DAL","DL","1055","FA","26","DAL 6<br/>@WAS 26 F","500,000","9th","19.5","3.9","9","0%","5","0","0","0"
"*01d4a*","Jason McCourty","MIA","DB","1056","FA","35","NYJ 6<br/>@MIA 11 F","500,000","1st","19.5","2.79","11","0%","7","0","0","0"
"*026xr*","Pernell McPhee","(N/A)","LB","1057","FA","34","Bye","500,000","9th","19.5","1.95","","0%","10","0","0","0"
"*040gv*","Nick Kwiatkoski","ATL","LB","1061","FA","29","TB 17<br/>@ATL 30 F","500,000","1st","19.1","2.39","","0%","8","0","0","0"
"*05rrr*","Thomas Graham","CHI/CLE","DB","1063","FA","23","CLE 14<br/>@PIT 28 F","500,000","1st","19","4.75","9","0%","4","0","0","0"
"*05jv3*","Bryce Huff","NYJ","DL","1064","FA","24","NYJ 6<br/>@MIA 11 F","500,000","1st","19","2.11","10","0%","9","0","0","0"
"*05jh5*","Jessie Lemonier","(N/A)","DL,LB","1065","FA","26","Bye","500,000","9th","19","2.71","","0%","7","0","0","0"
"*04zw1*","Charles Omenihu","SF","DL","1066","FA","25","ARI 13<br/>@SF 38 F","500,000","1st","19","1.27","8","0%","15","0","0","0"
"*050eb*","Derick Roberson","HOU","LB","1067","FA","27","Bye","500,000","9th","19","3.8","","0%","5","0","0","0"
"*05roi*","Cameron Sample","CIN","DL","1068","FA","23","BAL 16<br/>@CIN 27 F","500,000","1st","19","1.36","10","0%","14","0","0","0"
"*05rm1*","Payton Turner","NO","DL","1069","FA","24","CAR 10<br/>@NO 7 F","500,000","1st","19","3.8","14","0%","5","0","0","0"
"*05jda*","Broderick Washington","BAL","DL","1071","FA","26","BAL 16<br/>@CIN 27 F","500,000","1st","19","1.36","10","0%","14","0","0","0"
"*02zt2*","Jon Bostic","WAS","LB","1073","FA","31","DAL 6<br/>@WAS 26 F","500,000","1st","18.5","4.62","","25%","4","0","0","0"
"*040hb*","Blake Martinez","LV","LB","1075","RBM","29","KC 31<br/>@LV 13 F","15,123,906","5th","18.5","6.17","6","25%","3","0","0","0"
"*03clc*","Christian Jones","SEA","LB","1074","FA","32","LAR 16<br/>@SEA 19 F","500,000","1st","18.5","1.09","11","0%","17","0","0","0"
"*04mqb*","Armani Watts","IND","DB","1077","FA","27","HOU 32<br/>@IND 31 F","500,000","1st","18.5","1.16","","0%","16","0","0","0"
"*04ojq*","Keion Crossen","MIA","DB","1080","FA","26","NYJ 6<br/>@MIA 11 F","500,000","1st","18","1.2","11","12%","15","0","0","0"
"*04cdf*","Montravius Adams","PIT","DL","1079","FA","27","CLE 14<br/>@PIT 28 F","500,000","1st","18","1.8","9","0%","10","0","0","0"
"*04moh*","Isaiah Oliver","ATL","DB","1083","FA","26","TB 17<br/>@ATL 30 F","500,000","1st","18","4.5","9","0%","4","0","0","0"
"*05jkb*","Jarren Williams","DET","DB","1084","FA","25","DET 20<br/>@GB 16 F","500,000","9th","18","3.6","6","0%","5","0","0","0"
"*02ztw*","Shawn Williams","(N/A)","DB","1085","FA","31","Bye","500,000","9th","18","3.6","","0%","5","0","0","0"
"*050gn*","Kyle Phillips","NYJ","DL","1086","FA","25","Bye","500,000","9th","17.5","2.5","","0%","7","0","0","0"
"*050h7*","Roderic Teamer","LV","DB","1087","FA","25","KC 31<br/>@LV 13 F","500,000","1st","17.5","1.75","6","0%","10","0","0","0"
"*05jca*","K'Von Wallace","PHI","DB","1088","FA","25","NYG 16<br/>@PHI 22 F","500,000","1st","17.5","1.35","7","0%","13","0","0","0"
"*040n7*","Matthias Farley","LV","DB","1094","FA","30","KC 31<br/>@LV 13 F","500,000","1st","17","1.06","","0%","16","0","0","0"
"*05rqa*","Jason Pinnock","NYG","DB","1095","FA","23","NYG 16<br/>@PHI 22 F","500,000","1st","17","1.42","9","0%","12","0","0","0"
"*050d2*","Anthony Rush","ATL/PHI/DAL","DL","1096","FA","26","DAL 6<br/>@WAS 26 F","500,000","9th","17","1.42","9","0%","12","0","0","0"
"*030k9*","Jeff Heath","(N/A)","DB","1104","FA","31","Bye","500,000","9th","16.5","1.03","","12%","16","0","0","0"
"*04yq5*","Deandre Baker","(N/A)","DB","1098","FA","25","Bye","500,000","9th","16.5","2.06","","0%","8","0","0","0"
"*040fj*","Jonathan Bullard","MIN","DL","1099","FA","29","MIN 29<br/>@CHI 13 F","500,000","1st","16.5","1.83","7","0%","9","0","0","0"
"*04cao*","Taco Charlton","NO/CHI/JAX","DL,LB","1100","FA","28","TEN 16<br/>@JAX 20 F","500,000","1st","16.5","1.5","11","0%","11","0","0","0"
"*04czv*","Dylan Cole","TEN","LB","1101","FA","28","TEN 16<br/>@JAX 20 F","500,000","1st","16.5","1.83","14","0%","9","0","0","0"
"*03ohx*","Mario Edwards","JAX/TEN","DL","1102","FA","29","TEN 16<br/>@JAX 20 F","500,000","1st","16.5","1.38","6","0%","12","0","0","0"
"*05jt4*","Cam Gill","TB","LB","1103","FA","25","TB 17<br/>@ATL 30 F","500,000","1st","16.5","1.27","11","0%","13","0","0","0"
"*03on2*","Rakeem Nunez-Roches","TB","DL","1105","FA","29","TB 17<br/>@ATL 30 F","500,000","1st","16.5","1.03","9","0%","16","0","0","0"
"*05jcd*","Amik Robertson","LV","DB","1106","FA","24","KC 31<br/>@LV 13 F","500,000","1st","16.5","1.65","6","0%","10","0","0","0"
"*05rp4*","Tommy Togiai","CLE","DL","1107","FA","23","CLE 14<br/>@PIT 28 F","500,000","1st","16.5","2.75","9","0%","6","0","0","0"
"*04yqg*","Isaiah Buggs","DET","DL","1110","FA","26","DET 20<br/>@GB 16 F","500,000","1st","16","1.6","6","0%","10","0","0","0"
"*05jc7*","Troy Dye","MIN","LB","1111","FA","26","MIN 29<br/>@CHI 13 F","500,000","1st","16","0.94","7","0%","17","0","0","0"
"*04ol8*","Tre Herndon","JAX","DB","1113","FA","27","TEN 16<br/>@JAX 20 F","500,000","1st","16","1.78","11","0%","9","0","0","0"
"*04zut*","Justin Layne","NYG/CHI/CAR","DB","1114","FA","25","CAR 10<br/>@NO 7 F","500,000","1st","16","0.94","","0%","17","0","0","0"
"*040v3*","Brennan Scarlett","MIA","LB","1115","FA","29","NYJ 6<br/>@MIA 11 F","500,000","1st","16","1.23","11","0%","13","0","0","0"
"*05jwa*","Teair Tart","TEN","DL","1116","FA","26","TEN 16<br/>@JAX 20 F","500,000","1st","16","1.45","6","0%","11","0","0","0"
"*04ohr*","Micah Kiser","LV","LB","1123","FA","28","KC 31<br/>@LV 13 F","500,000","1st","15.5","1.41","","12%","11","0","0","0"
"*04oxm*","Andre Chachere","PHI","DB","1118","FA","27","NYG 16<br/>@PHI 22 F","500,000","1st","15.5","0.97","7","0%","16","0","0","0"
"*04osj*","Daniel Ekuale","NE","DL","1119","FA","29","NE 23<br/>@BUF 35 F","500,000","1st","15.5","2.21","10","0%","7","0","0","0"
"*04cfe*","Nate Hairston","ARI","DB","1120","FA","28","ARI 13<br/>@SF 38 F","500,000","1st","15.5","0.97","13","0%","16","0","0","0"
"*04mqc*","Jalyn Holmes","NYG/CHI","DL","1121","FA","27","MIN 29<br/>@CHI 13 F","500,000","1st","15.5","1.94","14","0%","8","0","0","0"
"*05rrw*","Patrick Johnson","PHI","DL,LB","1122","FA","25","NYG 16<br/>@PHI 22 F","500,000","1st","15.5","0.91","7","0%","17","0","0","0"
"*0303n*","Rashaan Melvin","CAR","DB","1124","FA","33","CAR 10<br/>@NO 7 F","500,000","1st","15.5","1.55","13","0%","10","0","0","0"
"*050f1*","Anthony Pittman","DET","LB","1125","FA","26","DET 20<br/>@GB 16 F","500,000","1st","15.5","0.91","6","0%","17","0","0","0"
"*05jch*","Josiah Scott","PHI","DB","1126","FA","24","NYG 16<br/>@PHI 22 F","500,000","1st","15.5","1.19","7","0%","13","0","0","0"
"*02jnt*","Michael Thomas","CIN","DB","1127","FA","33","BAL 16<br/>@CIN 27 F","500,000","1st","15.5","1.94","","0%","8","0","0","0"
"*05jod*","Tipa Galeai","GB","DL,LB","1130","FA","26","Bye","500,000","1st","15","2.14","","0%","7","0","0","0"
"*0503m*","Luke Gifford","DAL","LB","1131","FA","27","DAL 6<br/>@WAS 26 F","500,000","1st","15","0.94","6","0%","16","0","0","0"
"*04ccm*","Josh Jones","SEA","DB","1132","FA","28","LAR 16<br/>@SEA 19 F","500,000","1st","15","1.5","","0%","10","0","0","0"
"*03cs8*","Mike Pennel","CHI","DL","1133","FA","31","MIN 29<br/>@CHI 13 F","500,000","1st","15","1.5","","0%","10","0","0","0"
"*0505p*","Wyatt Ray","TEN/DEN","DL,LB","1134","FA","26","LAC 28<br/>@DEN 31 F","500,000","1st","15","1","","0%","15","0","0","0"
"*04cd9*","Derek Rivers","HOU","DL","1135","FA","28","HOU 32<br/>@IND 31 F","500,000","1st","15","3","6","0%","5","0","0","0"
"*02jcy*","Danny Trevathan","(N/A)","LB","1136","FA","33","Bye","500,000","9th","15","3","","0%","5","0","0","0"
"*04ypx*","Oshane Ximines","NYG","LB","1147","FA","26","NYG 16<br/>@PHI 22 F","500,000","1st","14.5","1.45","","25%","10","0","0","0"
"*0506i*","Kevin Givens","SF","DL","1140","FA","26","ARI 13<br/>@SF 38 F","500,000","1st","14.5","1.12","9","0%","13","0","0","0"
"*05rpk*","Ta'Quon Graham","ATL","DL","1141","FA","24","TB 17<br/>@ATL 30 F","500,000","1st","14.5","1.12","14","0%","13","0","0","0"
"*02zt3*","Margus Hunt","(N/A)","DL","1142","FA","35","Bye","500,000","9th","14.5","1.45","","0%","10","0","0","0"
"*05jl0*","Malcolm Roach","NO","DL","1144","FA","24","CAR 10<br/>@NO 7 F","500,000","1st","14.5","1.81","14","0%","8","0","0","0"
"*05jcu*","Kenny Robinson","CAR","DB","1145","FA","24","CAR 10<br/>@NO 7 F","500,000","1st","14.5","1.45","9","0%","10","0","0","0"
"*04cg9*","Tanner Vallejo","ARI","LB","1146","FA","28","ARI 13<br/>@SF 38 F","500,000","1st","14.5","1.45","","0%","10","0","0","0"
"*04czo*","Eli Ankou","BUF","DL","1152","FA","28","NE 23<br/>@BUF 35 F","500,000","1st","14","2.33","7","0%","6","0","0","0"
"*05jh2*","Joe Gaziano","LAC","DL","1153","FA","26","LAC 28<br/>@DEN 31 F","500,000","1st","14","1","14","0%","14","0","0","0"
"*05jf3*","Chapelle Russell","PIT","LB","1154","FA","26","CLE 14<br/>@PIT 28 F","500,000","1st","14","0.88","9","0%","16","0","0","0"
"*04mt8*","Josey Jewell","DEN","LB","1159","LCS","28","LAC 28<br/>@DEN 31 F","500,000","2nd","13.5","6.75","9","100%","2","0","0","0"
"*05rnf*","Malcolm Koonce","LV","DL","1160","FA","24","KC 31<br/>@LV 13 F","500,000","1st","13.5","2.7","6","0%","5","0","0","0"
"*05rov*","Zech McPhearson","PHI","DB","1162","FA","25","NYG 16<br/>@PHI 22 F","500,000","1st","13.5","0.84","7","0%","16","0","0","0"
"*05jb4*","Michael Ojemudia","DEN/CHI","DB","1163","FA","25","MIN 29<br/>@CHI 13 F","500,000","1st","13.5","6.75","14","0%","2","0","0","0"
"*05jcn*","John Reid","SEA/ATL/TEN","DB","1164","FA","26","TB 17<br/>@ATL 30 F","500,000","1st","13.5","1.23","14","0%","11","0","0","0"
"*04chd*","Isaac Rochell","CLE/LV","DL","1165","FA","27","KC 31<br/>@LV 13 F","500,000","1st","13.5","1.12","","0%","12","0","0","0"
"*03ch8*","Chris Smith","(N/A)","DL,LB","1166","FA","31","Bye","500,000","9th","13.5","3.38","","0%","4","0","0","0"
"*03ohb*","Trae Waynes","(N/A)","DB","1167","FA","30","Bye","500,000","9th","13.5","2.7","","0%","5","0","0","0"
"*04oj8*","Matthew Adams","CHI","LB","1170","FA","27","MIN 29<br/>@CHI 13 F","500,000","1st","13","0.76","9","0%","17","0","0","0"
"*03cgn*","Ricardo Allen","CIN","DB","1171","FA","31","BAL 16<br/>@CIN 27 F","500,000","1st","13","0.93","10","0%","14","0","0","0"
"*05rqb*","K.J. Britt","TB","LB","1172","FA","23","TB 17<br/>@ATL 30 F","500,000","1st","13","0.76","11","0%","17","0","0","0"
"*04che*","Adrian Colbert","CHI","DB","1173","FA","29","MIN 29<br/>@CHI 13 F","500,000","9th","13","2.17","14","0%","6","0","0","0"
"*04zwk*","Xavier Crawford","SEA","DB","1174","FA","27","LAR 16<br/>@SEA 19 F","500,000","1st","13","1","11","0%","13","0","0","0"
"*04zwo*","Ulysees Gilbert","TB","LB","1175","FA","25","TB 17<br/>@ATL 30 F","500,000","1st","13","0.76","11","0%","17","0","0","0"
"*02zu0*","John Jenkins","MIA","DL","1176","FA","33","NYJ 6<br/>@MIA 11 F","500,000","1st","13","1.86","6","0%","7","0","0","0"
"*04chc*","Elijah Lee","KC/CHI","LB","1177","FA","27","MIN 29<br/>@CHI 13 F","500,000","1st","13","0.81","14","0%","16","0","0","0"
"*050da*","Cameron Lewis","BUF","DB","1178","FA","25","NE 23<br/>@BUF 35 F","500,000","1st","13","1.86","7","0%","7","0","0","0"
"*040ee*","Robert Nkemdiche","SF","DL","1179","FA","28","ARI 13<br/>@SF 38 F","500,000","1st","13","1.44","9","0%","9","0","0","0"
"*04ozr*","Bunmi Rotimi","WAS","DL","1180","FA","27","Bye","500,000","9th","13","1.44","","0%","9","0","0","0"
"*03006*","Jahleel Addae","(N/A)","DB","1189","FA","33","Bye","500,000","9th","12.5","1.39","","0%","9","0","0","0"
"*05jbh*","McTelvin Agim","DEN/IND","DL","1190","FA","25","HOU 32<br/>@IND 31 F","500,000","1st","12.5","1.79","14","0%","7","0","0","0"
"*02jct*","Justin Bethel","MIA","DB","1191","FA","32","NYJ 6<br/>@MIA 11 F","500,000","1st","12.5","0.74","11","0%","17","0","0","0"
"*04zum*","Marquise Blair","CAR/PHI","DB","1192","FA","25","NYG 16<br/>@PHI 22 F","500,000","1st","12.5","2.08","7","0%","6","0","0","0"
"*050d5*","Tyrel Dodson","BUF","LB","1193","FA","24","NE 23<br/>@BUF 35 F","500,000","1st","12.5","0.78","7","0%","16","0","0","0"
"*03cft*","Justin Ellis","NYG","DL","1194","FA","32","NYG 16<br/>@PHI 22 F","500,000","1st","12.5","0.74","","0%","17","0","0","0"
"*040f3*","T.J. Green","(N/A)","DB","1195","FA","28","Bye","500,000","9th","12.5","1.79","","0%","7","0","0","0"
"*01ub2*","Anthony Levine","BAL","DB","1196","FA","36","BAL 16<br/>@CIN 27 F","500,000","1st","12.5","0.74","10","0%","17","0","0","0"
"*04ooo*","Trey Marshall","(N/A)","DB","1197","FA","27","Bye","500,000","9th","12.5","0.89","","0%","14","0","0","0"
"*05je8*","Josh Metellus","MIN","DB","1198","FA","25","MIN 29<br/>@CHI 13 F","500,000","1st","12.5","0.83","7","0%","15","0","0","0"
"*05rs7*","Shaka Toney","WAS","DL","1199","FA","25","DAL 6<br/>@WAS 26 F","500,000","1st","12.5","1.25","14","0%","10","0","0","0"
"*0507c*","Tim Ward","GB","DL,LB","1200","FA","25","DET 20<br/>@GB 16 F","500,000","1st","12.5","1.14","14","0%","11","0","0","0"
"*05rm4*","Jaycee Horn","CAR","DB","1203","FA","23","CAR 10<br/>@NO 7 F","500,000","9th","12.3","4.1","13","75%","3","0","0","0"
"*02a5z*","Nick Bellore","SEA","RB,LB","1209","FA","33","LAR 16<br/>@SEA 19 F","500,000","1st","12","0.71","11","0%","17","0","0","0"
"*0306v*","Cody Davis","NE","DB","1210","FA","33","NE 23<br/>@BUF 35 F","500,000","1st","12","0.71","10","0%","17","0","0","0"
"*0503p*","Andrew Dowell","NO","LB","1211","FA","26","CAR 10<br/>@NO 7 F","500,000","1st","12","0.75","14","0%","16","0","0","0"
"*05rtf*","Sam Kamara","CHI/CLE","DL,LB","1212","FA","25","CLE 14<br/>@PIT 28 F","500,000","1st","12","1.5","9","0%","8","0","0","0"
"*04ch4*","Ifeadi Odenigbo","IND/TB","DL","1213","FA","29","TB 17<br/>@ATL 30 F","500,000","1st","12","1.33","11","0%","9","0","0","0"
"*05rwv*","Jon Rhattigan","SEA","LB","1214","FA","24","LAR 16<br/>@SEA 19 F","500,000","1st","12","0.86","11","0%","14","0","0","0"
"*04zuk*","Jahlani Tavai","NE","LB","1215","FA","26","NE 23<br/>@BUF 35 F","500,000","1st","12","0.92","10","0%","13","0","0","0"
"*040mq*","Justin Zimmer","BUF/MIA","DL","1216","FA","30","NYJ 6<br/>@MIA 11 F","500,000","1st","12","2","11","0%","6","0","0","0"
"*04cs2*","Breon Borders","CHI","DB","1219","FA","27","MIN 29<br/>@CHI 13 F","500,000","1st","11.5","0.96","14","0%","12","0","0","0"
"*05rzr*","Josiah Bronson","MIA","DL","1220","FA","25","NYJ 6<br/>@MIA 11 F","500,000","1st","11.5","1.64","11","0%","7","0","0","0"
"*05rp9*","Tre Brown","SEA","DB","1221","FA","25","LAR 16<br/>@SEA 19 F","500,000","1st","11.5","2.3","11","0%","5","0","0","0"
"*040if*","Marqui Christian","(N/A)","DB","1222","FA","28","Bye","500,000","9th","11.5","0.68","","0%","17","0","0","0"
"*05s07*","Isaiah Dunn","SEA","DB","1223","FA","24","LAR 16<br/>@SEA 19 F","500,000","1st","11.5","0.96","11","0%","12","0","0","0"
"*05jci*","Khalid Kareem","CIN/IND","DL","1225","FA","24","HOU 32<br/>@IND 31 F","500,000","1st","11.5","1.64","14","0%","7","0","0","0"
"*04cmm*","Greg Mabin","TEN","DB","1226","FA","28","TEN 16<br/>@JAX 20 F","500,000","1st","11.5","2.3","6","0%","5","0","0","0"
"*040jo*","Will Parks","NYJ","DB","1227","FA","28","NYJ 6<br/>@MIA 11 F","500,000","1st","11.5","2.88","10","0%","4","0","0","0"
"*05rpi*","Jamien Sherwood","NYJ","LB,DB","1228","FA","23","NYJ 6<br/>@MIA 11 F","500,000","9th","11.5","2.3","10","0%","5","0","0","0"
"*05rsj*","Grant Stuard","IND","LB","1229","FA","24","HOU 32<br/>@IND 31 F","500,000","1st","11.5","0.68","14","0%","17","0","0","0"
"*03cgd*","Kevin Pierre-Louis","HOU","LB","1236","FA","31","Bye","500,000","9th","11","1.22","","12%","9","0","0","0"
"*04ox2*","Trayvon Henderson","(N/A)","DB","1233","FA","27","Bye","500,000","9th","11","5.5","","0%","2","0","0","0"
"*04zuo*","Trysten Hill","DAL/ARI","DL","1234","FA","25","ARI 13<br/>@SF 38 F","500,000","1st","11","1.83","9","0%","6","0","0","0"
"*05jdq*","John Penisini","DET","DL","1235","FA","25","DET 20<br/>@GB 16 F","500,000","1st","11","0.69","13","0%","16","0","0","0"
"*02jin*","Julian Stanford","CAR/BAL/DET","LB","1237","FA","32","DET 20<br/>@GB 16 F","500,000","1st","11","0.65","6","0%","17","0","0","0"
"*03csc*","Joe Thomas","CHI","LB","1238","FA","31","MIN 29<br/>@CHI 13 F","500,000","1st","11","1.57","","0%","7","0","0","0"
"*03p05*","James Vaughters","(N/A)","LB","1239","FA","29","Bye","500,000","9th","11","1","","0%","11","0","0","0"
"*03orm*","Nick Dzubnar","(N/A)","LB","1241","FA","31","Bye","500,000","9th","10.5","0.66","","0%","16","0","0","0"
"*02zzb*","Lerentee McCray","(N/A)","DL","1242","FA","32","Bye","500,000","9th","10.5","0.88","","0%","12","0","0","0"
"*04cxk*","Calvin Munson","MIA/NE","LB","1243","FA","28","NE 23<br/>@BUF 35 F","500,000","1st","10.5","1.05","10","0%","10","0","0","0"
"*04zwx*","Ty Summers","JAX/NO","LB","1244","FA","27","CAR 10<br/>@NO 7 F","500,000","1st","10.5","0.75","14","0%","14","0","0","0"
"*040wr*","Romeo Okwara","DET","DL,LB","1250","FA","27","DET 20<br/>@GB 16 F","500,000","1st","10","2.5","6","0%","4","0","0","0"
"*040kk*","Joe Walker","(N/A)","LB","1251","FA","30","Bye","500,000","9th","10","0.83","","0%","12","0","0","0"
"*02j93*","Tavon Wilson","SF","DB","1252","FA","33","Bye","500,000","9th","10","1.25","","0%","8","0","0","0"
"*04ohs*","Marcus Allen","PIT","LB,DB","1260","FA","26","CLE 14<br/>@PIT 28 F","500,000","1st","9.5","0.59","","0%","16","0","0","0"
"*05jn6*","Jalen Elliott","LV","DB","1262","FA","24","KC 31<br/>@LV 13 F","500,000","9th","9.5","1.19","6","0%","8","0","0","0"
"*050fq*","Porter Gustin","MIA","LB","1263","FA","26","Bye","500,000","9th","9.5","1.58","","0%","6","0","0","0"
"*03ou6*","Justin Hamilton","(N/A)","DL","1264","FA","29","Bye","500,000","9th","9.5","1.06","","0%","9","0","0","0"
"*05jun*","De'Jon Harris","WAS","LB","1265","FA","25","DAL 6<br/>@WAS 26 F","500,000","1st","9.5","1.9","14","0%","5","0","0","0"
"*050g3*","Albert Huggins","NO","DL","1266","FA","25","CAR 10<br/>@NO 7 F","500,000","1st","9.5","1.06","14","0%","9","0","0","0"
"*05078*","Keisean Nixon","GB","DB","1267","FA","25","DET 20<br/>@GB 16 F","500,000","1st","9.5","0.86","14","0%","11","0","0","0"
"*04ogw*","Isaac Yiadom","HOU/NO","DB","1268","FA","27","CAR 10<br/>@NO 7 F","500,000","1st","9.5","0.59","14","0%","16","0","0","0"
"*04zw6*","Corey Ballentine","ARI/GB","DB","1269","FA","26","DET 20<br/>@GB 16 F","500,000","1st","9.4","2.35","14","0%","4","0","0","0"
"*04zwi*","Blessuan Austin","(N/A)","DB","1273","FA","26","Bye","500,000","9th","9","0.82","","12%","11","0","0","0"
"*03ony*","Darryl Roberts","(N/A)","DB","1283","FA","32","Bye","500,000","9th","9","1.5","","12%","6","0","0","0"
"*04zu4*","L.J. Collier","SEA","DL","1274","FA","27","LAR 16<br/>@SEA 19 F","500,000","1st","9","0.9","13","0%","10","0","0","0"
"*05rud*","Michael Dwumfour","HOU/SF","DL","1275","FA","25","ARI 13<br/>@SF 38 F","500,000","1st","9","3","9","0%","3","0","0","0"
"*05jh0*","Breiden Fehoko","LAC","DL","1276","FA","26","LAC 28<br/>@DEN 31 F","500,000","1st","9","1.12","9","0%","8","0","0","0"
"*05rru*","Phil Hoskins","CAR","DL","1277","FA","26","CAR 10<br/>@NO 7 F","500,000","1st","9","3","8","0%","3","0","0","0"
"*05rwa*","Raymond Johnson","CIN","DL","1278","FA","24","BAL 16<br/>@CIN 27 F","500,000","1st","9","0.6","10","0%","15","0","0","0"
"*03cfw*","Cassius Marsh","CHI","DL,LB","1279","FA","30","Bye","500,000","9th","9","2.25","","0%","4","0","0","0"
"*04p1x*","Steven Parker","ARI/TEN/SEA","DB","1281","FA","27","LAR 16<br/>@SEA 19 F","500,000","1st","9","0.82","11","0%","11","0","0","0"
"*05jls*","J.R. Reed","LV/DET","DB","1282","FA","27","DET 20<br/>@GB 16 F","500,000","1st","9","1","6","0%","9","0","0","0"
"*04ojj*","Andre Smith","BUF/TEN","LB","1284","FA","25","TEN 16<br/>@JAX 20 F","500,000","1st","9","0.6","6","0%","15","0","0","0"
"*0503h*","Daniel Wise","WAS/KC","DL","1285","FA","27","KC 31<br/>@LV 13 F","500,000","1st","9","1.5","8","0%","6","0","0","0"
"*05j9q*","Javon Kinlaw","SF","DL","1298","FA","25","ARI 13<br/>@SF 38 F","500,000","1st","8.5","2.12","9","12%","4","0","0","0"
"*04clb*","Tashawn Bower","LV","DL","1290","FA","28","KC 31<br/>@LV 13 F","500,000","1st","8.5","1.42","","0%","6","0","0","0"
"*040eg*","Vernon Butler","NYG","DL","1291","FA","28","NYG 16<br/>@PHI 22 F","500,000","1st","8.5","0.85","9","0%","10","0","0","0"
"*05002*","Marquise Copeland","LAR","DL","1292","FA","25","LAR 16<br/>@SEA 19 F","500,000","1st","8.5","0.94","7","0%","9","0","0","0"
"*03d3b*","C.J. Goodwin","DAL","DB","1293","FA","33","DAL 6<br/>@WAS 26 F","500,000","1st","8.5","0.5","","0%","17","0","0","0"
"*04d07*","Justin Hardee","NYJ","DB","1294","FA","29","NYJ 6<br/>@MIA 11 F","500,000","1st","8.5","0.53","10","0%","16","0","0","0"
"*0504v*","Jonathan Harris","DEN","DL","1295","FA","26","LAC 28<br/>@DEN 31 F","500,000","1st","8.5","2.83","9","0%","3","0","0","0"
