"ID","Player","Team","Position","RkOv","Status","Age","Opponent","Salary","Contract","FPts","Bye","Ros %","GP","BFGTD","BPTD","TDST"
"*01toc*","Everson Griffen","MIN","DL","3103","FA","35","Bye","500,000","9th","0","","12%","0","0","0","0"
"*030k9*","Jeff Heath","(N/A)","DB","3273","FA","31","Bye","500,000","9th","0","","12%","0","0","0","0"
"*02j8u*","Janoris Jenkins","SF","DB","1473","FA","34","ARI 13<br/>@SF 38 F","500,000","9th","0","9","12%","0","0","0","0"
"*01cz6*","Malcolm Jenkins","NO","DB","3560","FA","35","CAR 10<br/>@NO 7 F","500,000","1st","0","14","12%","0","0","0","0"
"*060r2*","Josh Jobe","PHI","DB","1577","FA","25","NYG 16<br/>@PHI 22 F","500,000","1st","0","7","12%","6","0","0","0"
"*040e0*","Karl Joseph","PIT","DB","3709","FA","29","CLE 14<br/>@PIT 28 F","500,000","1st","0","","12%","0","0","0","0"
"*04cbv*","Kevin King","(N/A)","DB","3778","FA","27","Bye","500,000","9th","0","","12%","0","0","0","0"
"*04ohr*","Micah Kiser","LV","LB","3786","FA","28","KC 31<br/>@LV 13 F","500,000","1st","0","","12%","0","0","0","0"
"*03cg9*","Nevin Lawson","(N/A)","DB","3875","FA","31","Bye","500,000","9th","0","","12%","0","0","0","0"
"*03093*","Bradley McDougald","JAX","DB","4199","FA","32","TEN 16<br/>@JAX 20 F","500,000","1st","0","11","12%","0","0","0","0"
"*040ei*","Reggie Ragland","LV/CLE","LB","1215","FA","29","CLE 14<br/>@PIT 28 F","500,000","1st","0","9","12%","0","0","0","0"
"*02zse*","Xavier Rhodes","IND/BUF/DAL","DB","1430","FA","32","DAL 6<br/>@WAS 26 F","500,000","1st","0","9","12%","0","0","0","0"
"*03ony*","Darryl Roberts","(N/A)","DB","4907","FA","32","Bye","500,000","9th","0","","12%","0","0","0","0"
"*0612d*","Mark Robinson","PIT","LB","1337","FA","23","CLE 14<br/>@PIT 28 F","500,000","1st","0","9","12%","1","0","0","0"
"*026x5*","Richard Sherman","(N/A)","DB","5131","FA","35","Bye","500,000","9th","0","","12%","0","0","0","0"
"*026s7*","Aldon Smith","(N/A)","DL","5201","FA","33","Bye","500,000","9th","0","","12%","0","0","0","0"
"*026zl*","Malcolm Smith","(N/A)","LB","5230","FA","33","Bye","500,000","9th","0","","12%","0","0","0","0"
"*061ew*","Demetrius Taylor","DET","DL","5417","FA","23","DET 20<br/>@GB 16 F","500,000","1st","0","6","12%","1","0","0","0"
"*03cdb*","Jason Verrett","SF","DB","5630","FA","31","ARI 13<br/>@SF 38 F","500,000","1st","0","","12%","0","0","0","0"
"*040li*","Jarrod Wilson","(N/A)","DB","5947","FA","29","Bye","500,000","9th","0","","12%","0","0","0","0"
"*02j8t*","Derek Wolfe","(N/A)","DL","5974","FA","33","Bye","500,000","9th","0","","12%","0","0","0","0"
"*04ol4*","Godwin Igwebuike","SEA","RB,DB","864","FA","28","LAR 16<br/>@SEA 19 F","500,000","1st","0","11","3%","0","0","0","0"
"*02fwo*","Isaako Aaitui","(N/A)","DL","1591","FA","36","Bye","500,000","9th","0","","0%","0","0","0","0"
"*04dyd*","Manny Abad","(N/A)","DB","1592","FA","29","Bye","500,000","9th","0","","0%","0","0","0","0"
"*040z5*","Mehdi Abdesmad","(N/A)","DL","1593","FA","31","Bye","500,000","9th","0","","0%","0","0","0","0"
"*02a5e*","Isa Abdul-Quddus","(N/A)","DB","1594","FA","33","Bye","500,000","9th","0","","0%","0","0","0","0"
"*02aef*","Ibraham Abdulai","(N/A)","DL","1595","FA","34","Bye","500,000","9th","0","","0%","0","0","0","0"
"*001pj*","Hamza Abdullah","(N/A)","DB","1596","FA","39","Bye","500,000","9th","0","","0%","0","0","0","0"
"*0500a*","Micah Abernathy","GB/ATL","DB","1565","FA","26","TB 17<br/>@ATL 30 F","500,000","1st","0","14","0%","1","0","0","0"
"*002lp*","Victor Abiamiri","(N/A)","DL","1599","FA","37","Bye","500,000","9th","0","","0%","0","0","0","0"
"*001c5*","John Abraham","(N/A)","LB","1600","FA","44","Bye","500,000","9th","0","","0%","0","0","0","0"
"*05jj0*","Delrick Abrams","(N/A)","DB","1603","FA","26","Bye","500,000","9th","0","","0%","0","0","0","0"
"*01bch*","Joshua Abrams","(N/A)","DB","1604","FA","37","Bye","500,000","9th","0","","0%","0","0","0","0"
"*02jda*","Emmanuel Acho","(N/A)","LB","1605","FA","32","Bye","500,000","9th","0","","0%","0","0","0","0"
"*026vo*","Sam Acho","(N/A)","LB","1606","FA","34","Bye","500,000","9th","0","","0%","0","0","0","0"
"*03cht*","Kenneth Acker","(N/A)","DB","1607","FA","31","Bye","500,000","9th","0","","0%","0","0","0","0"
"*05jnc*","DeMarkus Acy","(N/A)","DB","1609","FA","24","Bye","500,000","9th","0","","0%","0","0","0","0"
"*001j2*","Blue Adams","(N/A)","DB","1610","FA","43","Bye","500,000","9th","0","","0%","0","0","0","0"
"*04cjk*","Ishmael Adams","(N/A)","DB","1614","FA","29","Bye","500,000","9th","0","","0%","0","0","0","0"
"*04chy*","Keion Adams","(N/A)","LB","1619","FA","27","Bye","500,000","9th","0","","0%","0","0","0","0"
"*002np*","Michael Adams","(N/A)","DB","1622","FA","37","Bye","500,000","9th","0","","0%","0","0","0","0"
"*04ck0*","Nelson Adams","(N/A)","DL","1623","FA","29","Bye","500,000","9th","0","","0%","0","0","0","0"
"*03006*","Jahleel Addae","(N/A)","DB","1626","FA","33","Bye","500,000","9th","0","","0%","0","0","0","0"
"*02am6*","Derrick Addai","(N/A)","LB","1627","FA","33","Bye","500,000","9th","0","","0%","0","0","0","0"
"*050ar*","Aaron Adeoye","GB","DL,LB","1631","FA","29","DET 20<br/>@GB 16 F","500,000","1st","0","14","0%","0","0","0","0"
"*050ag*","Tenny Adewusi","(N/A)","DB","1632","FA","25","Bye","500,000","9th","0","","0%","0","0","0","0"
"*00263*","Victor Adeyanju","CIN","DL","1633","FA","40","Bye","500,000","9th","0","","0%","0","0","0","0"
"*04126*","Kenton Adeyemi","(N/A)","DL","1634","FA","31","Bye","500,000","9th","0","","0%","0","0","0","0"
"*03siu*","Jude Adjei-Barimah","(N/A)","DB","1635","FA","30","Bye","500,000","9th","0","","0%","0","0","0","0"
"*033b4*","Daniel Adongo","(N/A)","LB","1638","FA","33","Bye","500,000","9th","0","","0%","0","0","0","0"
"*04p0v*","Pat Afriyie","(N/A)","DL","1639","FA","26","Bye","500,000","9th","0","","0%","0","0","0","0"
"*05jbh*","McTelvin Agim","DEN/IND","DL","1640","FA","25","HOU 32<br/>@IND 31 F","500,000","1st","0","14","0%","0","0","0","0"
"*03cg5*","Walt Aikens","(N/A)","DB","1646","FA","31","Bye","500,000","9th","0","","0%","0","0","0","0"
"*05ju2*","Solomon Ajayi","(N/A)","LB","1649","FA","25","Bye","500,000","9th","0","","0%","0","0","0","0"
"*050mg*","Freedom Akinmoladun","NYJ","DL","1652","FA","27","Bye","500,000","1st","0","10","0%","0","0","0","0"
"*050ev*","Curtis Akins","(N/A)","LB","1654","FA","27","Bye","500,000","9th","0","","0%","0","0","0","0"
"*03owj*","Derek Akunne","(N/A)","LB","1656","FA","29","Bye","500,000","9th","0","","0%","0","0","0","0"
"*05061*","Otaro Alaka","BAL","LB","1657","FA","26","Bye","500,000","9th","0","","0%","0","0","0","0"
"*040mf*","Bryson Albright","(N/A)","DL,LB","1658","FA","29","Bye","500,000","9th","0","","0%","0","0","0","0"
"*061aj*","Christian Albright","CHI","LB","1659","FA","24","Bye","500,000","9th","0","","0%","0","0","0","0"
"*04mqf*","Adonis Alexander","(N/A)","DB","1661","FA","26","Bye","500,000","9th","0","","0%","0","0","0","0"
"*03olv*","D.J. Alexander","(N/A)","LB","1662","FA","31","Bye","500,000","9th","0","","0%","0","0","0","0"
"*040r1*","Dominique Alexander","(N/A)","LB","1665","FA","27","Bye","500,000","9th","0","","0%","0","0","0","0"
"*04yoy*","Ed Alexander","(N/A)","DL","1666","FA","26","Bye","500,000","9th","0","","0%","0","0","0","0"
"*02jaw*","Frank Alexander","(N/A)","DL","1667","FA","33","Bye","500,000","9th","0","","0%","0","0","0","0"
"*0619g*","Jaylan Alexander","(N/A)","LB","1668","FA","23","Bye","500,000","9th","0","","0%","0","0","0","0"
"*061al*","Jon Alexander","(N/A)","DB","1669","FA","23","Bye","500,000","9th","0","","0%","0","0","0","0"
"*040f4*","Mackensie Alexander","MIA/DAL","DB","1536","FA","29","DAL 6<br/>@WAS 26 F","500,000","9th","0","9","0%","0","0","0","0"
"*03cfu*","Maurice Alexander","(N/A)","LB","1670","FA","32","Bye","500,000","9th","0","","0%","0","0","0","0"
"*050bq*","Terrence Alexander","(N/A)","DB","1672","FA","27","Bye","500,000","9th","0","","0%","0","0","0","0"
"*050gd*","Justin Alexandre","(N/A)","DL","1673","FA","25","Bye","500,000","9th","0","","0%","0","0","0","0"
"*050cy*","Joey Alfieri","(N/A)","LB","1675","FA","27","Bye","500,000","9th","0","","0%","0","0","0","0"
"*04cwa*","Ricky Ali'ifua","(N/A)","DL","1678","FA","31","Bye","500,000","9th","0","","0%","0","0","0","0"
"*02jeh*","Antonio Allen","(N/A)","DB","1682","FA","34","Bye","500,000","9th","0","","0%","0","0","0","0"
"*03civ*","Beau Allen","(N/A)","DL","1686","FA","31","Bye","500,000","9th","0","","0%","0","0","0","0"
"*04cfr*","Brian Allen","(N/A)","DB","1687","FA","29","Bye","500,000","9th","0","","0%","0","0","0","0"
"*04csj*","Chase Allen","(N/A)","LB","1688","FA","29","Bye","500,000","9th","0","","0%","0","0","0","0"
"*061cd*","Christopher Allen","DEN","LB","1690","FA","24","LAC 28<br/>@DEN 31 F","500,000","1st","0","9","0%","0","0","0","0"
"*01tmm*","Nate Allen","(N/A)","DB","1700","FA","35","Bye","500,000","9th","0","","0%","0","0","0","0"
"*04d2o*","Randy Allen","(N/A)","LB","1702","FA","29","Bye","500,000","9th","0","","0%","0","0","0","0"
"*03cgn*","Ricardo Allen","CIN","DB","1703","FA","31","Bye","500,000","1st","0","10","0%","0","0","0","0"
"*002y5*","Will Allen","(N/A)","DB","1705","FA","40","Bye","500,000","9th","0","","0%","0","0","0","0"
"*058kv*","Bryson Allen-Williams","(N/A)","LB","1706","FA","26","Bye","500,000","9th","0","","0%","0","0","0","0"
"*05jj1*","Hinwa Allieu","(N/A)","DL","1707","FA","25","Bye","500,000","9th","0","","0%","0","0","0","0"
"*050fc*","Jalen Allison","(N/A)","DB","1709","FA","27","Bye","500,000","9th","0","","0%","0","0","0","0"
"*050ge*","Jeff Allison","(N/A)","LB","1710","FA","22","Bye","500,000","9th","0","","0%","0","0","0","0"
"*02zsv*","Kiko Alonso","NO","LB","1711","FA","32","CAR 10<br/>@NO 7 F","500,000","1st","0","14","0%","0","0","0","0"
"*04ovj*","Johnathan Alston","(N/A)","DB","1713","FA","28","Bye","500,000","9th","0","","0%","0","0","0","0"
"*05jm8*","Auzoyah Alufohai","(N/A)","DL","1715","FA","26","Bye","500,000","9th","0","","0%","0","0","0","0"
"*02zt7*","David Amerson","(N/A)","DB","1719","FA","31","Bye","500,000","9th","0","","0%","0","0","0","0"
"*05ru8*","D'Angelo Amos","(N/A)","DB","1722","FA","0","Bye","500,000","9th","0","","0%","0","0","0","0"
"*04cxh*","DaShaun Amos","(N/A)","DB","1723","FA","28","Bye","500,000","9th","0","","0%","0","0","0","0"
"*026sg*","Prince Amukamara","NO","DB","1725","FA","33","CAR 10<br/>@NO 7 F","500,000","1st","0","14","0%","0","0","0","0"
"*05jdf*","Bradlee Anae","NYJ","DL","1726","FA","25","Bye","500,000","1st","0","10","0%","0","0","0","0"
"*04hu2*","Siupeli Anau","(N/A)","DL","1727","FA","29","Bye","500,000","9th","0","","0%","0","0","0","0"
"*01ls0*","Colt Anderson","(N/A)","DB","1733","FA","37","Bye","500,000","9th","0","","0%","0","0","0","0"
"*040yu*","Demetris Anderson","(N/A)","DL","1736","FA","30","Bye","500,000","9th","0","","0%","0","0","0","0"
"*03os1*","Jonathan Anderson","(N/A)","LB","1741","FA","31","Bye","500,000","9th","0","","0%","0","0","0","0"
"*040tt*","Kevin Anderson","(N/A)","LB","1742","FA","0","Bye","500,000","9th","0","","0%","0","0","0","0"
"*04sxt*","Kiante Anderson","(N/A)","DL","1743","FA","27","Bye","500,000","9th","0","","0%","0","0","0","0"
"*0610d*","Tycen Anderson","CIN","DB","1748","FA","23","Bye","500,000","1st","0","10","0%","0","0","0","0"
"*03osr*","Zaire Anderson","(N/A)","LB","1749","FA","30","Bye","500,000","9th","0","","0%","0","0","0","0"
"*05ry5*","Zayne Anderson","KC","LB,DB","1750","FA","26","KC 31<br/>@LV 13 F","500,000","1st","0","7","0%","1","0","0","0"
"*0613a*","David Anenih","TEN/PIT/ATL","DL,LB","1754","FA","23","TB 17<br/>@ATL 30 F","500,000","1st","0","14","0%","0","0","0","0"
"*05jje*","Christian Angulo","(N/A)","DB","1756","FA","0","Bye","500,000","9th","0","","0%","0","0","0","0"
"*050fw*","Jesse Aniebonam","(N/A)","LB","1758","FA","27","Bye","500,000","9th","0","","0%","0","0","0","0"
"*04czo*","Eli Ankou","BUF","DL","1759","FA","28","NE 23<br/>@BUF 35 F","500,000","1st","0","7","0%","0","0","0","0"
"*04zhp*","Andrew Ankrah","(N/A)","LB","1760","FA","26","Bye","500,000","9th","0","","0%","0","0","0","0"
"*02zru*","Ezekiel Ansah","SF","DL","1762","FA","33","Bye","500,000","9th","0","","0%","0","0","0","0"
"*0612r*","Andre Anthony","CHI","DL,LB","1763","FA","26","MIN 29<br/>@CHI 13 F","500,000","1st","0","14","0%","0","0","0","0"
"*03ohu*","Stephone Anthony","(N/A)","LB","1766","FA","30","Bye","500,000","9th","0","","0%","0","0","0","0"
"*06174*","Israel Antwine","JAX","DL","1768","FA","23","Bye","500,000","9th","0","","0%","0","0","0","0"
"*04oh6*","Troy Apke","WAS","DB","1566","FA","28","DAL 6<br/>@WAS 26 F","500,000","1st","0","14","0%","0","0","0","0"
"*05t61*","Daniel Archibong","(N/A)","DL","1774","FA","25","Bye","500,000","9th","0","","0%","0","0","0","0"
"*03oxl*","Thurston Armbrister","(N/A)","LB","1777","FA","30","Bye","500,000","9th","0","","0%","0","0","0","0"
"*04did*","Tommy Armstrong Jr.","(N/A)","DB","1779","FA","29","Bye","500,000","9th","0","","0%","0","0","0","0"
"*030i8*","Ray-Ray Armstrong","SEA","LB","1780","FA","32","LAR 16<br/>@SEA 19 F","500,000","1st","0","11","0%","0","0","0","0"
"*05j9s*","Damon Arnette","MIA","DB","1782","FA","26","NYJ 6<br/>@MIA 11 F","500,000","1st","0","11","0%","0","0","0","0"
"*04oj0*","Ade Aruna","(N/A)","DL","1785","FA","28","Bye","500,000","9th","0","","0%","0","0","0","0"
"*03p3l*","Richard Ash","(N/A)","DL","1786","FA","30","Bye","500,000","9th","0","","0%","0","0","0","0"
"*05rvi*","Jaytlin Askew","MIA","DB","1789","FA","24","Bye","500,000","9th","0","","0%","0","0","0","0"
"*03cqy*","Nate Askew","CAR","TE,LB","1790","FA","31","CAR 10<br/>@NO 7 F","500,000","1st","0","13","0%","0","0","0","0"
"*05020*","Dravon Askew-Henry","(N/A)","DB","1791","FA","27","Bye","500,000","9th","0","","0%","0","0","0","0"
"*01tou*","Geno Atkins","(N/A)","DL","1795","FA","35","Bye","500,000","9th","0","","0%","0","0","0","0"
"*04oz7*","John Atkins","(N/A)","DL","1796","FA","30","Bye","500,000","9th","0","","0%","0","0","0","0"
"*0616b*","Kevin Atkins","(N/A)","DL","1797","FA","24","Bye","500,000","9th","0","","0%","0","0","0","0"
"*04csy*","Josh Augusta","(N/A)","DL","1802","FA","28","Bye","500,000","9th","0","","0%","0","0","0","0"
"*05jmp*","Lee Autry","LV","DL","1810","FA","26","KC 31<br/>@LV 13 F","500,000","1st","0","6","0%","0","0","0","0"
"*06198*","C.J. Avery","(N/A)","LB","1811","FA","24","Bye","500,000","9th","0","","0%","0","0","0","0"
"*05jt0*","Josh Avery","(N/A)","DL","1812","FA","27","Bye","500,000","9th","0","","0%","0","0","0","0"
"*005bu*","Cliff Avril","(N/A)","DL","1813","FA","37","Bye","500,000","9th","0","","0%","0","0","0","0"
"*040yr*","Micah Awe","(N/A)","LB","1814","FA","29","Bye","500,000","9th","0","","0%","0","0","0","0"
"*026to*","Akeem Ayers","(N/A)","LB","1816","FA","33","Bye","500,000","9th","0","","0%","0","0","0","0"
"*040xa*","Caleb Azubike","(N/A)","DL","1818","FA","29","Bye","500,000","9th","0","","0%","0","0","0","0"
"*001cb*","Jonathan Babineaux","(N/A)","DL","1820","FA","41","Bye","500,000","9th","0","","0%","0","0","0","0"
"*05jn4*","David Bada","WAS","DL","1537","FA","27","DAL 6<br/>@WAS 26 F","500,000","1st","0","14","0%","0","0","0","0"
"*02jqu*","Johnson Bademosi","(N/A)","DB","1824","FA","32","Bye","500,000","9th","0","","0%","0","0","0","0"
"*026um*","Allen Bailey","(N/A)","DL","1831","FA","34","Bye","500,000","9th","0","","0%","0","0","0","0"
"*05jgd*","Hakeem Bailey","(N/A)","DB","1832","FA","0","Bye","500,000","9th","0","","0%","0","0","0","0"
"*05rwl*","JaQuan Bailey","(N/A)","DL","1833","FA","25","Bye","500,000","9th","0","","0%","0","0","0","0"
"*040nt*","Sterling Bailey","(N/A)","DL","1837","FA","30","Bye","500,000","9th","0","","0%","0","0","0","0"
"*050fx*","Derrick Baity Jr.","(N/A)","DB","1838","FA","26","Bye","500,000","9th","0","","0%","0","0","0","0"
"*01lqa*","Chris Baker","(N/A)","DL","1839","FA","35","Bye","500,000","9th","0","","0%","0","0","0","0"
"*0616t*","Darrell Baker","IND","DB","1484","FA","25","HOU 32<br/>@IND 31 F","500,000","1st","0","14","0%","0","0","0","0"
"*04yq5*","Deandre Baker","(N/A)","DB","1841","FA","25","Bye","500,000","9th","0","","0%","0","0","0","0"
"*04qg1*","Juante Baldwin","(N/A)","DB","1845","FA","28","Bye","500,000","9th","0","","0%","0","0","0","0"
"*04zzl*","Parker Baldwin","(N/A)","DB","1846","FA","25","Bye","500,000","9th","0","","0%","0","0","0","0"
"*001nt*","Alan Ball","(N/A)","DB","1847","FA","38","Bye","500,000","9th","0","","0%","0","0","0","0"
"*03oln*","Neiron Ball","(N/A)","LB","1849","FA","30","Bye","500,000","9th","0","","0%","0","0","0","0"
"*0500j*","Corrion Ballard","(N/A)","DB","1852","FA","25","Bye","500,000","9th","0","","0%","0","0","0","0"
"*03cjr*","Lonnie Ballentine","(N/A)","DB","1853","FA","29","Bye","500,000","9th","0","","0%","0","0","0","0"
"*04d09*","Josh Banderas","(N/A)","LB","1854","FA","28","Bye","500,000","9th","0","","0%","0","0","0","0"
"*05jfv*","Trajan Bandy","CIN","DB","1855","FA","23","Bye","500,000","1st","0","10","0%","0","0","0","0"
"*0504n*","Daryle Banfield","(N/A)","DL","1857","FA","25","Bye","500,000","9th","0","","0%","0","0","0","0"
"*04co9*","Brandon Banks","(N/A)","DL","1860","FA","28","Bye","500,000","9th","0","","0%","0","0","0","0"
"*05jor*","Eric Banks","ARI","DL","1567","FA","25","ARI 13<br/>@SF 38 F","500,000","1st","0","13","0%","0","0","0","0"
"*02zt0*","Johnthan Banks","(N/A)","DB","1861","FA","33","Bye","500,000","9th","0","","0%","0","0","0","0"
"*04cxf*","Josh Banks","(N/A)","DL","1863","FA","28","Bye","500,000","9th","0","","0%","0","0","0","0"
"*04129*","Jared Barber","(N/A)","LB","1865","FA","30","Bye","500,000","9th","0","","0%","0","0","0","0"
"*05jky*","Luq Barcoo","(N/A)","DB","1867","FA","24","Bye","500,000","9th","0","","0%","0","0","0","0"
"*040u3*","Adairius Barnes","(N/A)","DB","1871","FA","28","Bye","500,000","9th","0","","0%","0","0","0","0"
"*03p07*","Deion Barnes","(N/A)","LB","1874","FA","30","Bye","500,000","9th","0","","0%","0","0","0","0"
"*0612s*","Kalon Barnes","MIA/MIN","DB","1875","FA","24","MIN 29<br/>@CHI 13 F","500,000","1st","0","7","0%","0","0","0","0"
"*0301f*","T.J. Barnes","(N/A)","DL","1877","FA","32","Bye","500,000","9th","0","","0%","0","0","0","0"
"*03otp*","Tavaris Barnes","(N/A)","DL","1878","FA","31","Bye","500,000","9th","0","","0%","0","0","0","0"
"*04d0a*","Dante Barnett","(N/A)","DB","1879","FA","29","Bye","500,000","9th","0","","0%","0","0","0","0"
"*04cme*","Deondre Barnett","(N/A)","DL","1880","FA","0","Bye","500,000","9th","0","","0%","0","0","0","0"
"*04caa*","Derek Barnett","PHI","DL","1881","FA","26","NYG 16<br/>@PHI 22 F","500,000","1st","0","7","0%","1","0","0","0"
"*05nld*","Michael Barnett","(N/A)","DL","1882","FA","25","Bye","500,000","9th","0","","0%","0","0","0","0"
"*040ui*","Tarow Barney","(N/A)","DL","1883","FA","28","Bye","500,000","9th","0","","0%","0","0","0","0"
"*04cza*","Woody Baron","(N/A)","DL","1885","FA","29","Bye","500,000","9th","0","","0%","0","0","0","0"
"*04cyw*","Alex Barrett","SF","DL","1886","FA","29","ARI 13<br/>@SF 38 F","500,000","1st","0","9","0%","0","0","0","0"
"*02zyb*","Sam Barrington","(N/A)","LB","1888","FA","32","Bye","500,000","9th","0","","0%","0","0","0","0"
"*02j7y*","Mark Barron","(N/A)","LB","1889","FA","33","Bye","500,000","9th","0","","0%","0","0","0","0"
"*03cgw*","Lamin Barrow","(N/A)","LB","1890","FA","32","Bye","500,000","9th","0","","0%","0","0","0","0"
"*04d7b*","Michael Bart","(N/A)","DL,LB","1891","FA","27","Bye","500,000","9th","0","","0%","0","0","0","0"
"*0302v*","Joplo Bartu","ARI","LB","1892","FA","32","ARI 13<br/>@SF 38 F","500,000","9th","0","","0%","0","0","0","0"
"*04ccy*","Tarell Basham","DAL/TEN","DL,LB","1404","FA","29","Bye","500,000","1st","0","10","0%","2","0","0","0"
"*04u42*","Mike Basile","(N/A)","DB","1893","FA","0","Bye","500,000","9th","0","","0%","0","0","0","0"
"*02zyd*","David Bass","(N/A)","LB","1894","FA","32","Bye","500,000","9th","0","","0%","0","0","0","0"
"*0308m*","Daren Bates","(N/A)","LB","1895","FA","32","Bye","500,000","9th","0","","0%","0","0","0","0"
"*040k7*","Trevor Bates","(N/A)","LB","1896","FA","29","Bye","500,000","9th","0","","0%","0","0","0","0"
"*04om3*","Elijah Battle","(N/A)","DB","1898","FA","0","Bye","500,000","9th","0","","0%","0","0","0","0"
"*050gf*","John Battle","(N/A)","DB","1899","FA","27","Bye","500,000","9th","0","","0%","0","0","0","0"
"*03p5b*","De'Vante Bausby","(N/A)","DB","1901","FA","30","Bye","500,000","9th","0","","0%","0","0","0","0"
"*040m5*","Keith Baxter","(N/A)","DB","1903","FA","30","Bye","500,000","9th","0","","0%","0","0","0","0"
"*04u44*","Nathan Bazata","(N/A)","DL","1907","FA","28","Bye","500,000","9th","0","","0%","0","0","0","0"
"*04arv*","Alex Bazzie","(N/A)","LB","1909","FA","32","Bye","500,000","9th","0","","0%","0","0","0","0"
"*04osv*","Emmanuel Beal","(N/A)","LB","1910","FA","27","Bye","500,000","9th","0","","0%","0","0","0","0"
"*04mpa*","Sam Beal","NYG","DB","1911","FA","26","NYG 16<br/>@PHI 22 F","500,000","1st","0","9","0%","0","0","0","0"
"*0484n*","Jimmy Bean","(N/A)","DL","1912","FA","29","Bye","500,000","9th","0","","0%","0","0","0","0"
"*03oh7*","Vic Beasley","(N/A)","DL,LB","1913","FA","30","Bye","500,000","9th","0","","0%","0","0","0","0"
"*06119*","Darrian Beavers","NYG","LB","1915","FA","23","NYG 16<br/>@PHI 22 F","500,000","1st","0","9","0%","0","0","0","0"
"*05rup*","Tavante Beckett","(N/A)","LB","1920","FA","25","Bye","500,000","9th","0","","0%","0","0","0","0"
